Signum	Plats	Socken	Härad	Kommun	Placering	Koordinater	Urspr. plats?	Nuv. koord.	Sockenkod/Fornlämningsnr.	Runtyper	Korsform	Period/Datering	Stilgruppering	Ristare	Materialtyp	Material	Föremål	Övrigt	Alternativt signum	Referens	Bildlänk
DR 43 M 	Vejle	Vejle sn	Nørvang hd, Nørrejylland	Vejle	Collectio Wimmeriana				170815			M			sten	sten	stenyxa			DK nr.: SJy 9, http://runer.ku.dk/VisGenstand.aspx?Titel=Vejle-%c3%b8kse	
DR 44  	Grindsted	Grindsted sn	Slavs hd, Nørrejylland	Billund	Grindsted Museum (G. 270)				190602			V Jelling	?		sten	granit	fragment av runsten			DK nr.: SJy 47, http://runer.ku.dk/VisGenstand.aspx?Titel=Grindsted-sten	
DR 45 M 	Give	Give sn	Nørvang hd, Nørrejylland	Vejle	Nationalmuseet (D.5820)				170804			M			övrigt	glas	glas			DK nr.: SJy 8, http://runer.ku.dk/VisGenstand.aspx?Titel=Give-rude	
DR 46 M 	Oddum (Ådum)	Ådum sn	Nørre Horne hd, Nørrejylland	Ringkøbing-Skjern		(55.8746634391659 ; 8.59527413007202)			180607-131 [Lokalitet/117029]			M			sten	granit	runsten		L 1535	DK nr.: SJy 24, http://runer.ku.dk/VisGenstand.aspx?Titel=%c3%85dum-sten	
DR 47 $M 	Lønborg	Lønborg sn	Nørre Horne hd, Nørrejylland	Ringkøbing-Skjern	Nationalmuseet (D.772)				180605			M			metall	järn	dörrbeslag			$=RunLab.; DK nr.: SJy 23, http://runer.ku.dk/VisGenstand.aspx?Titel=L%c3%b8nborg-beslag	
DR 48 M 	Hanning	Hanning sn	Bølling hd, Nørrejylland	Ringkøbing-Skjern					180105	k-runan i Gyþu stungen på huvudstaven under bistaven		M			sten	granit	runsten			DK nr.: SJy 15, http://runer.ku.dk/VisGenstand.aspx?Titel=Hanning-sten	
DR 49 M 	Sædding	Sædding sn	Bølling hd, Nørrejylland	Ringkøbing-Skjern					180110			M ca 1150			sten	granit	kvadersten			DK nr.: SJy 16, http://runer.ku.dk/VisGenstand.aspx?Titel=S%c3%a6dding-kvadersten	
DR 50 M 	Ikast	Ikast sn	Hammerum hd, Nørrejylland	Ikast-Brande	Nationalmuseet (D. 5003)				180307			M s 1200-t			metall	brons	svärdknapp			DK nr.: SJy 18, http://runer.ku.dk/VisGenstand.aspx?Titel=Ikast-sv%c3%a6rdknap	
DR 51 M 	Handbjerg	Handbjerg sn	Hjerm hd, Nørrejylland	Holstebro					180507			M ca 1200			sten	granit	dopfunt			DK nr.: SJy 21, http://runer.ku.dk/VisGenstand.aspx?Titel=Handbjerg-font	
DR 52 M 	Ejsing	Ejsing sn	Ginding hd, Nørrejylland	Holstebro	Nationalmuseet (D. 4918)				180201	"""karaktärer"""		M			sten	sandsten	amulett	Inga egentliga runor utan s.k. karaktärer dvs. runliknande (eller bokstavsliknande) tecken som varken är ljudtecken eller symboler.		DK nr.: SJy 17, http://runer.ku.dk/VisGenstand.aspx?Titel=Ejsing-amuletsten	
DR 53  	Gylling	Gylling sn	Hads hd, Nørrejylland	Odder		(55.8903907898226 ; 10.1645943624185)			150205-19 [Lokalitet/125428]			V Jelling	RAK		sten	granit	runsten			DK nr.: MJy 70, http://runer.ku.dk/VisGenstand.aspx?Titel=Gylling-sten	
DR 54 $SENTIDA 	Morsholt Mose (Odder)	Odder sn	Hads hd, Nørrejylland	Odder	Odder museum				150210			Sentida 1700-t(?)			trä	ek	träkanot	Runinskrift: asa : fRuþa :		$=Moltke 1985:502; DK nr.: MJy 71, http://runer.ku.dk/VisGenstand.aspx?Titel=Odder-ege	
DR 55  	Sønder Vissing 1	Sønder Vissing sn	Tyrsting hd, Nørrejylland	Horsens					160406			V Jelling, 2. hälften av 900-t	RAK		sten	granit	runsten			DK nr.: MJy 98, http://runer.ku.dk/VisGenstand.aspx?Titel=S%c3%b8nder_Vissing-sten_1	
DR 56  	Sønder Vissing 2	Sønder Vissing sn	Tyrsting hd, Nørrejylland	Horsens	I vapenhuset.				160406			V Jelling	RAK		sten	granit	runsten			DK nr.: MJy 99, http://runer.ku.dk/VisGenstand.aspx?Titel=S%c3%b8nder_Vissing-sten_2	
DR 57 M 	Vedslet	Vedslet sn	Voer hd, Nørrejylland	Horsens	Moesgård Museum. Århus (1065)				160511			M			sten	sandsten	amulett			DK nr.: MJy 100, http://runer.ku.dk/VisGenstand.aspx?Titel=Vedslet-amuletsten	
DR 58  	Hørning	Hørning sn	Hjelmslev hd, Nørrejylland	Skanderborg	Moesgård Museum. Århus				160205		A1; B2; 0; D1; 0; F3; G4	V kristen efter-Jelling	RAK	Toke smed	sten	granit	runsten			DK nr.: MJy 84, http://runer.ku.dk/VisGenstand.aspx?Titel=H%c3%b8rning-sten	
DR 59 M 	Øm	Ry sn	Tyrsting hd, Nørrejylland	Skanderborg	Øm klostermuseum	(56.0521445156078 ; 9.74927571856255)			160405-153 [Lokalitet/126859] (klostret)			M			övrigt	tegel	fragment av tegelsten	Hör ihop med DR 60 och 61.		DK nr.: MJy 94, http://runer.ku.dk/VisGenstand.aspx?Titel=%c3%98m-teglsten_1	
DR 60 M 	Øm	Ry sn	Tyrsting hd, Nørrejylland	Skanderborg	Øm klostermuseum	(56.0521445156078 ; 9.74927571856255)			160405-153 [Lokalitet/126859] (klostret)			M			övrigt	tegel	fragment av tegelsten	Hör ihop med DR 59 och 61.		DK nr.: MJy 95, http://runer.ku.dk/VisGenstand.aspx?Titel=%c3%98m-teglsten_2	
DR 61 $UTGÅR 	Øm	Ry sn	Tyrsting hd, Nørrejylland	Skanderborg	Øm klostermuseum										övrigt	tegel	fragment av tegelsten	Hör ihop med DR 59 och 60, ej runinskrift på denna bit.		$=RunLab.	
DR 62  	Sjelle	Sjelle sn	Framlev hd, Nørrejylland	Skanderborg					150104			V efter-Jelling	RAK		sten	granit	runsten		L 1503	DK nr.: MJy 68, http://runer.ku.dk/VisGenstand.aspx?Titel=Sjelle-sten	
DR 63  	Århus 1	Århus sn	Hasle hd, Nørrejylland	Aarhus	Moesgård Museum. Århus				150311	stungen m-runa		V efter-Jelling	RAK	Ev. samma som gjort DR 68	sten	granit	runsten		L 1495, L 1836; DR 64	DK nr.: MJy 74, http://runer.ku.dk/VisGenstand.aspx?Titel=%c3%85rhus-sten_1	
DR 64 =DR_63 																		Samma som DR 63.		Moltke 1985:551	
DR 65  	Århus 3	Århus sn	Hasle hd, Nørrejylland	Aarhus	Moesgård Museum. Århus				150311			V efter-Jelling	RAK		sten	granit	runsten			DK nr.: MJy 76, http://runer.ku.dk/VisGenstand.aspx?Titel=%c3%85rhus-sten_2	
DR 66  	Århus 4	Århus sn	Hasle hd, Nørrejylland	Aarhus	Moesgård Museum. Århus				150311			V efter-jelling	RAK		sten	granit	runsten			DK nr.: MJy 77, http://runer.ku.dk/VisGenstand.aspx?Titel=%c3%85rhus-sten_3	
DR 67  	Århus 5	Århus sn	Hasle hd, Nørrejylland	Aarhus	Moesgård Museum. Århus				150311			V efter-Jelling	RAK	Ev. samma som gjort DR 69	sten	granit	runsten			DK nr.: MJy 78, http://runer.ku.dk/VisGenstand.aspx?Titel=%c3%85rhus-sten_4	
DR 68  	Århus 6	Århus sn	Hasle hd, Nørrejylland	Aarhus	Moesgård Museum. Århus				150311	stungen m-runa		V efter-Jelling	RAK?	Ev. samma som gjort DR 63	sten	granit	runsten			DK nr.: MJy 79, http://runer.ku.dk/VisGenstand.aspx?Titel=%c3%85rhus-sten_5	
DR 69  	Vejlby	Vejlby sn	Hasle hd, Nørrejylland	Aarhus	Moesgård Museum. Århus	(56.1918538867437 ; 10.2031191076298)			150309-10 [Lokalitet/49522]		A9; B2; 0; 0; 0; F1; 0	V kristen efter-Jelling	RAK	Ev. samma som gjort DR 67	sten	granit	runsten		L 1496	DK nr.: MJy 73, http://runer.ku.dk/VisGenstand.aspx?Titel=Vejlby-sten	
DR 70  	Hammel 1	Hammel sn	Gjern hd, Nørrejylland	Favrskov	I kyrkomuren.				160104			V för-Jelling	RAK		sten	granit	runsten			DK nr.: MJy 81, http://runer.ku.dk/VisGenstand.aspx?Titel=Hammel-sten_1	
DR 71 †M 	Hammel 2	Hammel sn	Gjern hd, Nørrejylland	Favrskov					160104			M			sten		kragsten			DK nr.: MJy 82, http://runer.ku.dk/VisGenstand.aspx?Titel=Hammel-sten_2	
DR 72 M 	Funder	Funder sn	Hids hd, Nørrejylland	Silkeborg	I portalen mellan vapenhus och kyrkan.				130303			M ca 1150			sten	granit	pelarsten			DK nr.: MJy 3, http://runer.ku.dk/VisGenstand.aspx?Titel=Funder-s%c3%b8jlefod	
DR 73 M 	Kragelund	Kragelund sn	Hids hd, Nørrejylland	Silkeborg					130305			M ca 1150			sten	granit	överliggare		L 1610	DK nr.: MJy 4, http://runer.ku.dk/VisGenstand.aspx?Titel=Kragelund-d%c3%b8roverligger	
DR 74 M 	Vejerslev	Vejerslev sn	Houlbjerg hd, Nørrejylland	Favrskov		(56.3057530609612 ; 9.71573034132643)			130512-81 [Lokalitet/34374]	påverkade av majuskelskrift		M			sten	granit	gravhäll			DK nr.: MJy 9, http://runer.ku.dk/VisGenstand.aspx?Titel=Vejerslev-gravsten	
DR 75 M 	Sale 1	Sahl sn	Houlbjerg hd, Nørrejylland	Viborg	Moesgård Museum. Århus				130508			M 1100-t			sten	granit	gravhäll			DK nr.: MJy 7, http://runer.ku.dk/VisGenstand.aspx?Titel=Sahl-gravsten_1	
DR 76 M 	Sale 2	Sahl sn	Houlbjerg hd, Nørrejylland	Viborg					130508			M			sten	granit	gravhäll			DK nr.: MJy 8, http://runer.ku.dk/VisGenstand.aspx?Titel=Sahl-gravsten_2	
DR 77  	Hjermind 1	Hjermind sn	Middelsom hd, Nørrejylland	Viborg		(56.3958070925177 ; 9.68183879814174)			130705-56 [Lokalitet/115088]			V efter-Jelling	RAK		sten	granit	runsten		L 1511	DK nr.: MJy 12, http://runer.ku.dk/VisGenstand.aspx?Titel=Hjermind-sten_1	
DR 78 † 	Hjermind 2	Hjermind sn	Middelsom hd, Nørrejylland	Viborg					130705			V efter-Jelling	RAK		sten		runsten		L 1512, L 1543	DK nr.: MJy 13, http://runer.ku.dk/VisGenstand.aspx?Titel=Hjermind-sten_2	
DR 79 † 	Le	Lee sn	Middelsom hd, Nørrejylland	Viborg					130708		A1; B1; C9; D3; E9; F2 ; 0	V	RAK?		sten		runsten		L 1510, L 1545, L 1546, L 1547	DK nr.: MJy 20, http://runer.ku.dk/VisGenstand.aspx?Titel=Lee-sten	
DR 80  	Skern 1	Skjern sn	Middelsom hd, Nørrejylland	Viborg		(56.4550779417705 ; 9.75265439844891)			130710-130 [Lokalitet/115111]			V Jelling el. efter-Jelling	RAK		sten	granit	fragment av runsten			Williams 1994:14f; DK nr.: MJy 21, http://runer.ku.dk/VisGenstand.aspx?Titel=Skjern-sten_1	
DR 81  	Skern 2	Skjern sn	Middelsom hd, Nørrejylland	Viborg	Kyrkogården	(56.4550871351644 ; 9.75262009780261)			130710-155 [Lokalitet/188447]			V efter-Jelling	RAK		sten	granit	runsten			Williams 1994:14f; DK nr.: MJy 22, http://runer.ku.dk/VisGenstand.aspx?Titel=Skjern-sten_2	
DR 82  	Sønder Vinge 1	Sønder Vinge sn	Middelsom hd, Nørrejylland	Favrskov	Ulstrup herrgård	(56.3957938600401 ; 9.79051098274839)			130712-26 [Lokalitet/193025]			V efter-Jelling	RAK		sten	granit	runsten		L 1528	DK nr.: MJy 23, http://runer.ku.dk/VisGenstand.aspx?Titel=S%c3%b8nder_Vinge-sten_1	
DR 83 $ 	Sønder Vinge 2	Sønder Vinge sn	Middelsom hd, Nørrejylland	Favrskov					130712-0B			V efter-Jelling	RAK		sten	granit	runsten			§P: $=Lerche Nielsen 1997c s. 16f; §Q: $=Nielsen 1968:19ff (Runestudier); DK nr.: MJy 24, http://runer.ku.dk/VisGenstand.aspx?Titel=S%c3%b8nder_Vinge-sten_2	
DR 84 † 	Langå 1	Langå sn	Middelsom hd, Nørrejylland	Randers					130707			V efter-Jelling	RAK		sten		runsten		L 1529	DK nr.: MJy 14, http://runer.ku.dk/VisGenstand.aspx?Titel=Lang%c3%a5-sten_1	
DR 85 † 	Langå 2	Langå sn	Middelsom hd, Nørrejylland	Randers					130707			V Jelling	RAK		sten		runsten		L 1530	DK nr.: MJy 15, http://runer.ku.dk/VisGenstand.aspx?Titel=Lang%c3%a5-sten_2	
DR 86  	Langå 3	Langå sn	Middelsom hd, Nørrejylland	Randers		(56.3947241502379 ; 9.89163699750547)			130707-23 [Lokalitet//115091]			V efter-Jelling	RAK		sten	granit	runsten			DK nr.: MJy 16, http://runer.ku.dk/VisGenstand.aspx?Titel=Lang%c3%a5-sten_3	
DR 87  	Langå 4	Langå sn	Middelsom hd, Nørrejylland	Randers	Randers museum				130707			V Jelling el. efter-Jelling	RAK		sten	granit	fragment av runsten			DK nr.: MJy 17, http://runer.ku.dk/VisGenstand.aspx?Titel=Lang%c3%a5-sten_4	
DR 88 † 	Langå 5	Langå sn	Middelsom hd, Nørrejylland	Randers					130707			V Jelling el. efter-Jelling			sten	granit	fragment av runsten			DK nr.: MJy 18, http://runer.ku.dk/VisGenstand.aspx?Titel=Lang%c3%a5-sten_5	
DR 89 † 	Langå 6	Langå sn	Middelsom hd, Nørrejylland	Randers					130707			V Jelling el. efter-Jelling			sten	granit	fragment av runsten			DK nr.: MJy 19, http://runer.ku.dk/VisGenstand.aspx?Titel=Lang%c3%a5-sten_6	
DR 90 † 	Torup	Torup sn	Middelsom hd, Nørrejylland	Randers					130713			V Jelling(?)			sten		runsten		L 1527, L 1545, L 1546, L 1547	DK nr.: MJy 25, http://runer.ku.dk/VisGenstand.aspx?Titel=Torup-sten	
DR 91  	Grensten	Grensten sn	Middelsom hd, Nørrejylland	Randers		(56.4207652784169 ; 9.92413508324737)			130703-23 [Lokalitet/115064]			V kristen efter-Jelling	RAK	Toke smed	sten	granit	runsten		L 1513	DK nr.: MJy 11, http://runer.ku.dk/VisGenstand.aspx?Titel=Grensten-sten	
DR 92 M 	Vester Velling	Vester Velling sn	Middelsom hd, Nørrejylland	Favrskov					130714			M			sten	granit	gravhäll			DK nr.: MJy 26, http://runer.ku.dk/VisGenstand.aspx?Titel=Vester_Velling-gravsten	
DR 93  	Øster Velling	Øster Velling sn	Middelsom hd, Nørrejylland	Randers	Nationalmuseet				130717			V Jelling el. efter-Jelling	RAK		sten	granit	fragment av runsten			DK nr.: MJy 27, http://runer.ku.dk/VisGenstand.aspx?Titel=%c3%98ster_Velling-sten	
DR 94  	Ålum 1	Ålum sn	Sønderlyng hd, Nørrejylland	Randers					131215			V efter-Jelling	RAK		sten	granit	runsten			DK nr.: MJy 37, http://runer.ku.dk/VisGenstand.aspx?Titel=%c3%85lum-sten_1	
DR 95  	Ålum 2	Ålum sn	Sønderlyng hd, Nørrejylland	Randers					131215			V efter-Jelling	RAK		sten	granit	fragment av runsten			DK nr.: MJy 38, http://runer.ku.dk/VisGenstand.aspx?Titel=%c3%85lum-sten_2	
DR 96  	Ålum 3	Ålum sn	Sønderlyng hd, Nørrejylland	Randers		(56.4523726214159 ; 9.83275697378558)			131215-57 [Lokalitet/42148]			V kristen efter-Jelling	RAK	Ev. samma som gjort DR 97	sten	granit	runsten			DK nr.: MJy 39, http://runer.ku.dk/VisGenstand.aspx?Titel=%c3%85lum-sten_3	
DR 97  	Ålum 4	Ålum sn	Sønderlyng hd, Nørrejylland	Randers		(56.4523726214159 ; 9.83275697378558)			131215-57 [Lokalitet/42148]			V efter-Jelling	RAK	Ev. samma som gjort DR 96	sten	granit	runsten			DK nr.: MJy 40, http://runer.ku.dk/VisGenstand.aspx?Titel=%c3%85lum-sten_4	
DR 98  	Bjerregrav 1	Øster Bjerregrav sn	Sønderlyng hd, Nørrejylland	Randers		(56.4886408875804 ; 9.90511359647088)			131214-18 [Lokalitet/115326]			V efter-Jelling	RAK		sten	granit	runsten			DK nr.: MJy 35, http://runer.ku.dk/VisGenstand.aspx?Titel=%c3%98ster_Bjerregrav-sten_1	
DR 99  	Bjerregrav 2	Øster Bjerregrav sn	Sønderlyng hd, Nørrejylland	Randers		(56.4886276918909 ; 9.90503877007492)			131214-19 [Lokalitet/120827]			V efter-Jelling	RAK		sten	granit	runsten			DK nr.: MJy 36, http://runer.ku.dk/VisGenstand.aspx?Titel=%c3%98ster_Bjerregrav-sten_2	
DR 100A †M? 	Viborg	Viborg	Nørlyng hd, Nørrejylland	Viborg	Möjligen på British Museum				130815			M? Eller från nyare tid?			trä	trä	pinne	"""Virgula erotica"". En blandning av runor, kors och klotter. Inskriften som återges hos Worm 1632 ansågs i många år ha gått förlorad. 1939 återfanns en år 1895 framställd gnidbild av inskriften i British Museum."	L 2234	DK nr.: MJy 29, http://runer.ku.dk/VisGenstand.aspx?Titel=Viborg-l%c3%a6gedomspind	
DR 100B $ 	Viborg	Viborg	Nørlyng hd, Nørrejylland	Viborg	Nationalmuseet (C. 7429)				130815			V 800-900 (Imer 2007)			metall	brons	spänne			$=RunLab.; Moltke 1985:358; DK nr.: MJy 30, http://runer.ku.dk/VisGenstand.aspx?Titel=Viborg-fibula	
DR 101 M 	Mønsted 1	Mønsted sn	Fjends hd, Nørrejylland	Viborg					130110			M ca 1100-1150			sten	granit	överliggare över fönster	futharkinskrift		DK nr.: MJy 1, http://runer.ku.dk/VisGenstand.aspx?Titel=M%c3%b8nsted-kvadersten_1	
DR 102 M 	Mønsted 2	Mønsted sn	Fjends hd, Nørrejylland	Viborg					130110			M			sten	granit	kvadersten	futharkinskrift		DK nr.: MJy 2, http://runer.ku.dk/VisGenstand.aspx?Titel=M%c3%b8nsted-kvadersten_2	
DR 103 M 	Hvidbjerg	Hvidbjerg sn	Hindborg hd, Nørrejylland	Skive		(56.572545460745 ; 8.92850491108118)			130405-31 [Lokalitet/33170]			M			sten	granit	rullsten			DK nr.: MJy 5, http://runer.ku.dk/VisGenstand.aspx?Titel=Hvidbjerg-sten	
DR 104 M 	Selde	Selde sn	Nørre hd, Nørrejylland	Skive					131107			M			sten	granit	dopfunt			DK nr.: MJy 34, http://runer.ku.dk/VisGenstand.aspx?Titel=Selde-font	
DR 105  	Laurbjerg	Laurbjerg sn	Galten hd, Nørrejylland	Favrskov					140305	kortkvist-a och -n		V för-Jelling	RAK		sten	granit	runsten	Runformerna tyder på svensk ristare.		DK nr.: MJy 44, http://runer.ku.dk/VisGenstand.aspx?Titel=Laurbjerg-sten	
DR 106 † 	Ørum	Ørum sn	Galten hd, Nørrejylland	Randers					140314			V Jelling(?)			sten		runsten			DK nr.: MJy 45, http://runer.ku.dk/VisGenstand.aspx?Titel=%c3%98rum-sten	
DR 107  	Egå	Egå sn	Øster Lisbjerg hd, Nørrejylland	Aarhus	Nationalmuseet (nr LVI)				141102			V efter-Jelling	RAK		sten	granit	runsten			DK nr.: MJy 67, http://runer.ku.dk/VisGenstand.aspx?Titel=Eg%c3%a5-sten	
DR 108  	Kolind	Kolind sn	Djurs Sønder hd, Nørrejylland	Syddjurs		(56.3616955229326 ; 10.5912575916408)			140208-8 [Lokalitet/125362]			V efter-Jelling	RAK		sten	granit	runsten			DK nr.: MJy 42, http://runer.ku.dk/VisGenstand.aspx?Titel=Kolind-sten	
DR 109  	Øster Alling	Øster Alling sn	Sønderhald hd, Nørrejylland	Norddjurs					141021			V efter-Jelling	RAK		sten	granit	runsten		L 1501	DK nr.: MJy 66, http://runer.ku.dk/VisGenstand.aspx?Titel=%c3%98ster_Alling-sten	
DR 110  	Virring	Virring sn	Sønderhald hd, Nørrejylland	Randers					141019			V Jelling	RAK		sten	granit	runsten			DK nr.: MJy 65, http://runer.ku.dk/VisGenstand.aspx?Titel=Virring-sten	
DR 111 $M 	Gesing 1	Gjesing sn (Gesing)	Skast hd, Nørrejylland	Esbjerg	Nationalmuseet (nr DLXVI)				141004			M s 1100-t			sten	granit	gravhäll		L 1837	$=Moltke 1985:412f; DK nr.: MJy 62, http://runer.ku.dk/VisGenstand.aspx?Titel=Gjesing-gravsten_1	
DR 112 † 	Gesing 2	Gjesing sn (Gesing)	Skast hd, Nørrejylland	Esbjerg					141004			V?			sten		runsten	Finns omnämnd i ett par äldre källor. Tveksamt om tecknen på stenen varit runor.		DK nr.: MJy 63, http://runer.ku.dk/VisGenstand.aspx?Titel=Gjesing-gravsten_2	
DR 113 † 	Vejlby	Vejlby sn	Djurs Sønder hd, Nørrejylland	Norddjurs					141017			V?			sten		runsten	Finns bara omnämnd i en enda källa. Tveksamt om tecknen varit runor.		DK nr.: MJy 64, http://runer.ku.dk/VisGenstand.aspx?Titel=Vejlby-sten	
DR 114 $ 	Rimsø	Rimsø sn	Djurs Nørre hd, Nørrejylland	Norddjurs					140114			V Jelling	RAK		sten	granit	runsten			$=Moltke 1985:538; DK nr.: MJy 41, http://runer.ku.dk/VisGenstand.aspx?Titel=Rims%c3%b8-sten	
DR 115  	Randers 1	Randers sn	Støvring hd, Nørrejylland	Randers	Randers Museum				140908			V efter-Jelling	RAK		sten	granit	runsten		L 1497	DK nr.: MJy 59, http://runer.ku.dk/VisGenstand.aspx?Titel=Randers-sten_1	
DR 116 $ 	Randers 2	Randers sn	Støvring hd, Nørrejylland	Randers	Randers museum				140908			V efter-Jelling	RAK		sten	granit	runsten			$=Moltke 1958:537; DK nr.: MJy 60, http://runer.ku.dk/VisGenstand.aspx?Titel=Randers-sten_2	
DR 117  	Mejlby	Mejlby sn	Øster Lisbjerg hd, Nørrejylland	Aarhus	Randers Museum				140905			V Jelling	RAK		sten	granit	runsten			DK nr.: MJy 56, http://runer.ku.dk/VisGenstand.aspx?Titel=Mejlby-sten	
DR 118  	Stenalt	Ørsted sn	Rougsø hd, Nørrejylland	Norddjurs					140805			V Jelling	RAK		sten	granit	runsten		L 1502	DK nr.: MJy 55, http://runer.ku.dk/VisGenstand.aspx?Titel=Stenalt-sten	
DR 119  	Spentrup 1	Spentrup sn	Nørhald hd, Nørrejylland	Randers					140608			V efter-Jelling	RAK		sten	granit	fragment av runsten	Tillhuggen och använd som kvadersten i kyrkan.		DK nr.: MJy 50, http://runer.ku.dk/VisGenstand.aspx?Titel=Spentrup-sten_1	
DR 120 $ 	Spentrup 2	Spentrup sn	Nørhald hd, Nørrejylland	Randers	Randers museum				140608			V efter-Jelling	RAK		sten	granit	runsten	Efter sista skiljetecknet finns en Torshammare.		$=Lerche Nielsen 1997b; DK nr.: MJy 51, http://runer.ku.dk/VisGenstand.aspx?Titel=Spentrup-sten_2	
DR 121 $ 	Asferg	Asferg sn	Nørhald hd, Nørrejylland	Randers	Nationalmuseet				140601			V efter-Jelling	RAK		sten	glimmergranit	runsten		L 2071	$=Moltke 1985:318; DK nr.: MJy 47, http://runer.ku.dk/VisGenstand.aspx?Titel=Asferg-sten	
DR 122  	Glenstrup 1	Glenstrup sn	Nørhald hd, Nørrejylland	Mariagerfjord	Nationalmuseet (2)				140604			V efter-Jelling	RAK		sten	granit	runsten		L 1500, L 1544	DK nr.: MJy 48, http://runer.ku.dk/VisGenstand.aspx?Titel=Glenstrup-sten_1	
DR 123  	Glenstrup 2	Glenstrup sn	Nørhald hd, Nørrejylland	Mariagerfjord		(56.5955371665065 ; 9.81393903818409)	ödekyrkan i Handest		140604-134 [Lokalitet/164458]			V efter-Jelling	RAK		sten	granit	runsten			DK nr.: MJy 49, http://runer.ku.dk/VisGenstand.aspx?Titel=Glenstrup-sten_2	
DR 124 $ 	Vester Tørslev	Vester Tørslev sn	Nørhald hd, Nørrejylland	Mariagerfjord			Gettrup		140610		A8; B2; C9; 0; 0; F1; 0	V Jelling el. kristen efter-Jelling	RAK		sten	granit	runsten			$=Lerche Nielsen 1997c s. 20ff; DK nr.: MJy 52, http://runer.ku.dk/VisGenstand.aspx?Titel=Vester_T%c3%b8rslev-sten	
DR 125 $ 	Dalbyover	Dalbyover sn	Gjerlev hd, Nørrejylland	Randers					140402			V Jelling			sten	granit	runsten			$=Lerche Nielsen 1997c s. 22ff; DK nr.: MJy 46, http://runer.ku.dk/VisGenstand.aspx?Titel=Dalbyover-sten	
DR 126 † 	Hobro 1	Hobro sn	Onsild hd, Nørrejylland	Mariagerfjord					140703			V periode 3.2	RAK		sten		runsten		L 1498	DK nr.: NJy 73, http://runer.ku.dk/VisGenstand.aspx?Titel=Hobro-sten_1	
DR 127  	Hobro 2	Hobro sn	Onsild hd, Nørrejylland	Mariagerfjord	Hobro Museum				140703			V efter-Jelling	RAK		sten	granit	runsten		L 1499	DK nr.: NJy 74, http://runer.ku.dk/VisGenstand.aspx?Titel=Hobro-sten_2	
DR 128 †M 	Øls	Øls sn	Hindsted hd, Nørrejylland	Mariagerfjord					120415			M			sten	marmor?	gravhäll			DK nr.: NJy 52, http://runer.ku.dk/VisGenstand.aspx?Titel=%c3%98ls-sten	
DR 129  	Durup	Durup sn	Gislum hd, Nørrejylland	Rebild	Nøragergårds trädgård	(56.7035294770678 ; 9.6308326001656)			120203-46B [Lokalitet/23562]		A8; B2; 0; 0; 0; F1; 0	V efter-Jelling	RAK	Samma som gjort DR 131	sten	granit	fragment av runsten			DK nr.: NJy 49, http://runer.ku.dk/VisGenstand.aspx?Titel=Durup-sten	
DR 130  	Giver	Giver sn	Års hd, Nørrejylland	Vesthimmerland	I vapenhuset.	(56.8294151220911 ; 9.58231147327064)			120805-160 [Lokalitet/195226]			V efter-Jelling	RAK		sten	granit	runsten			DK nr.: NJy 65, http://runer.ku.dk/VisGenstand.aspx?Titel=Giver-sten	
DR 131  	Års	Års sn	Års hd, Nørrejylland	Vesthimmerland	På kyrkogården.	(56.8048596338664 ; 9.51379237366097)			120814-164 [Lokalitet/29537]			V efter-Jelling	RAK	Samma som gjort DR 129	sten	granit	runsten		L 1504, L 1514	DK nr.: NJy 71, http://runer.ku.dk/VisGenstand.aspx?Titel=%c3%85rs-sten	
